,tweet,created_at
64,"Bre Payton, US conservative news writer, dies at 26 https://bbc.in/2ETvLXy ",1546078542000
65,Tuam babies: Excavation of children's mass grave to begin in 2019 https://bbc.in/2ESFWvz ,1546075623000
66,Jewish sect members accused of kidnapping children in New York https://bbc.in/2CDWmX7 ,1546074866000
67,Dublin exhibitions show Heaney's archive and religious treasures https://bbc.in/2CD2IGm ,1546067056000
68,'We must kill Paisley!': Attorney General Michael Havers https://bbc.in/2CDfIf4 ,1546066731000
69,Neil Prakash: Australian jihadist stripped of citizenship https://bbc.in/2CEO9BZ ,1546054900000
70,DR Congo poll: Five things to know about the nation that powers mobile phones https://bbc.in/2ERglDi ,1546044910000
71,The Mumbai 'toxic hell' where poor are forced to live https://bbc.in/2ETN0ba ,1546044494000
72,Yemen war: What will the new year hold? https://bbc.in/2CEHpEk ,1546044154000
73,Putin's Russia: Icy Siberia reveals cracks in society https://bbc.in/2ES3iBv ,1546042298000
74,Fireworks banned on the Galapagos to protect wildlife https://bbc.in/2ESwatk ,1546040388000
75,New Year Honours 2019: Manx St John Ambulance volunteer awarded BEM https://bbc.in/2ESCu40 ,1546037966000
76,China 'releases' Canadian teacher Sarah McIver https://bbc.in/2CEv6HZ ,1546036381000
77,California police killing suspect held https://bbc.in/2CCTObZ ,1546032425000
78,Social worker leaves behind $11m for children's charities https://bbc.in/2CCXNoF ,1546026477000
79,Islamic State-linked militants 'seize Nigeria's Baga town' https://bbc.in/2ES69KG ,1546024512000
80,Hungary removes statue of anti-Soviet hero Imre Nagy https://bbc.in/2ESSOC4 ,1546023512000
81,Pennsylvania cop ends armed standoff with White Christmas rendition https://bbc.in/2CDVS3u ,1546021674000
82,German female IS recruit 'let slave child die of thirst' in Iraq https://bbc.in/2CCHqJ1 ,1546020935000
83,Tourist bus hit by blast at Egypt pyramids https://bbc.in/2CD0pmx ,1546019527000
84,Douglas 'Berlin Wall' sea defences proposals rejected https://bbc.in/2EW9ecX ,1546016938000
85,"These ducks are the rarest birds in the world, and they’re getting a new home in time for the new year  [Tap to expand]  https://bbc.in/2EQiTS8  pic.twitter.com/SFmEFxMfyD",1546016578000
86,2018 Isle of Man Sports Awards: Nominations open for 11 categories https://bbc.in/2CCEuvH ,1546012991000
87,Trump threatens to shut Mexican border in demand for wall funding https://bbc.in/2ESj53q ,1546009938000
88,Russian law to curb teenage protesters https://bbc.in/2EVFwEy ,1546009372000
89,Tear gas used as Sudan protests continue https://bbc.in/2CDCTFZ ,1546004554000
90,Syria war: Pro-government forces 'enter Manbij' amid Turkey threats https://bbc.in/2CBnwhd ,1545999490000
91,DR Congo election: EU condemns expulsion of envoy Bart Ouvry https://bbc.in/2CC4Jmf ,1545993946000
92,Ukraine conflict: Russia completes Crimea security fence https://bbc.in/2ER8ndd ,1545993641000
93,"Six arrested for killing, eating endangered langur monkey https://bbc.in/2EQRteT ",1545992931000
94,"Richard Overton, US oldest veteran and oldest man, dies aged 112 https://bbc.in/2EOVtMZ ",1545991359000
95,Angelina Jolie hints at move into politics https://bbc.in/2CBDGr4 ,1545987121000
96,Sydney Opal Tower: How could a crack form in a new building? https://bbc.in/2ERuksK ,1545983708000
97,"North Korea defector hack: Personal data of almost 1,000 leaked https://bbc.in/2EQWqEo ",1545982429000
98,State papers: Thatcher and Haughey's clash over police https://bbc.in/2CDCgfJ ,1545979340000
99,"There's something strange, in our neighbourhood...   Electric blue skies over New York - and a flurry of speculation on social media  https://bbc.in/2EPPwPP    [Tap to expand]   https://bbc.in/2CDcIiQ  pic.twitter.com/25gEqHTCVW",1545979068000
100,New York awe-struck as sky over Queens turns blue https://bbc.in/2CE2teh ,1545974283000
101,Anak Krakatau: How a tsunami could wipe out the last Javan rhinos https://bbc.in/2EPuZe9 ,1545973978000
102,"""Even if Malaysia was going to deport me to Syria, that was okay because I did my best.""  'Airport refugee' no more, Hassan al-Kontar @Kontar81 speaks out from Canada about his time in Malaysian detention. https://bbc.in/2TcDlk4 ",1545964135000
103,Michelle Obama takes 'most admired woman' title from Hillary Clinton https://bbc.in/2ERMlad ,1545959350000
104,What awaits any Rohingya refugees who return to Myanmar? https://bbc.in/2CBV3Il ,1545959187000
105,Why smartphones are skewing young Indians’ ideas of sex https://bbc.in/2ESgNRx ,1545957329000
106,Hassan al-Kontar: Inside the story of his rescue from Syria https://bbc.in/2CCNd12 ,1545956925000
107,Sheikha Latifa: Mary Robinson 'backed Dubai version of events' https://bbc.in/2EP6FZT ,1545954341000
108,US shutdown impasse over Trump's wall drags on https://bbc.in/2EMW1TD ,1545950181000
109,Alexandre Benalla: Row over sacked Macron aide's Africa trip https://bbc.in/2EQBXje ,1545934704000
110,Isle of Man Heysham ferry sailings disrupted by silt built-up https://bbc.in/2CByweM ,1545931225000
111,Hunt the wren: Ancient Manx tradition celebrated https://bbc.in/2CBOSnw ,1545927701000
112,Madagascar ex-leader Andry Rajoelina wins presidential run-off vote https://bbc.in/2ENjP9Y ,1545927403000
113,Saudi Arabia demotes foreign minister in wake of Khashoggi case https://bbc.in/2CANGRf ,1545921814000
114,"Trump in Iraq: Recognition, fiction, friction https://bbc.in/2CAcUiG ",1545916697000
115,Italian football fan dies amid Inter-Napoli clashes https://bbc.in/2CD8iIH ,1545915002000
116,Two Korean men drown in Thailand golf buggy accident https://bbc.in/2CzGXab ,1545911001000
117,DR Congo election: Tear gas fired at protesters https://bbc.in/2CBNCB0 ,1545910123000
118,Ma Jian: China's ex-intelligence chief jailed for life https://bbc.in/2CAmQZv ,1545906429000
119,German army 'could recruit EU citizens' https://bbc.in/2EPzC8c ,1545905431000
120,Boy rescued after 40 minutes buried under avalanche https://bbc.in/2CAHR6h ,1545901604000
121,Indonesia tsunami: The moment a five-year-old was swept from her mum's grasp https://bbc.in/2EP3Cku ,1545897298000
122,Sydney Opal Tower: Residents forced to leave for second time https://bbc.in/2EPHTsD ,1545889788000
123,Anak Krakatau: Indonesia flights rerouted as volcano alert level raised https://bbc.in/2CCz6Jf ,1545884018000
124,Boxing Day Test: Seven-year-old Archie Schiller becomes Australia captain for a day https://bbc.in/2EPt4Gp ,1545877349000
125,It's official: Miley Cyrus and Liam Hemsworth are married https://bbc.in/2Q4pWbE ,1545876087000
126,Frenchman sets off to cross Atlantic in a barrel https://bbc.in/2EMjt3i ,1545872812000
127,Letter from Africa: 'Guilty until proven innocent in Nigeria' https://bbc.in/2CyZsvp ,1545871975000
128,Lost in Asia's deepest cave https://bbc.in/2EOCFxu ,1545871573000
129,Florida school shooting: What happened next? https://bbc.in/2CzEvAu ,1545871299000
130,Trump visits US troops in Iraq https://bbc.in/2CAInS6 ,1545852506000
131,American man finishes solo race across Antarctica  https://bbc.in/2ERBKMP ,1545849547000
132,DR Congo presidential election postponed in three areas https://bbc.in/2EO2r4E ,1545845850000
133,Rwanda genocide: Habyarimana plane shooting probe dropped  https://bbc.in/2CyIVI2 ,1545843092000
134,"A ceremony has been held as part of a project to reconnect transport links between North and South Korea, almost 70 years after they were severed  [tap to expand]  http://bbc.in/2EMGqDo  pic.twitter.com/PYzJOtt3oS",1545841553000
135,Ruth Bader Ginsburg: US Supreme Court judge leaves hospital https://bbc.in/2EOUiNF ,1545839574000
136,Operation Hardtack: Britain's botched WW2 Christmas raids https://bbc.in/2EOY3lV ,1545839368000
137,Afghan presidential election delayed by three months https://bbc.in/2EMxden ,1545833350000
138,"""It’s a kind of gymnastics on concrete""  Why parkour's leading lady Silke Sollfrank chose freerunning over Olympic dreams   http://bbc.in/2EQ9FW9  pic.twitter.com/IwSoCL5NV4",1545833343000
139,Bosnia protests: Davor Dragicevic defiant after arrest https://bbc.in/2CzUxui ,1545830073000
140,Martial laws comes to an end in Ukraine after 30 days https://bbc.in/2EO1nhh ,1545829039000
141,Taiwan: 152 Vietnam tourists 'disappear' during holiday https://bbc.in/2ENSKTP ,1545823419000
142,Pakistani politician Syed Ali Raza Abidi shot dead https://bbc.in/2ENQXhz ,1545822023000
143,"Seven-year-old Collman left iced sugar biscuits and chocolate milk out for Santa, even after speaking to Donald Trump who threw doubt on his existence 🎅 http://bbc.in/2ENlnR2 ",1545817842000
144,Wang Quanzhang: China human rights lawyer trial begins https://bbc.in/2ELr6a9 ,1545814733000
145,The Thai cave rescue: What happened next?  https://bbc.in/2ELvbLq ,1545812973000
146,Mount Etna: New 4.8-magnitude earthquake hits Sicily https://bbc.in/2EKSDsg ,1545800782000
147,Japan whale hunting: Commercial whaling to restart in July https://bbc.in/2EPdvih ,1545797793000
148,Girl in Trump call still believes in Santa https://bbc.in/2CzpLSw ,1545793080000
149,Syria military says Israel strikes hit Damascus weapons depot https://bbc.in/2CySpDe ,1545786182000
150,Letter from Africa: Africa's history makers in 2018 https://bbc.in/2Cw9E7W ,1545783634000
151,Finding God in the anguish of violence https://bbc.in/2Czltum ,1545783331000
152,Thai cave rescue: The Cave film shares behind-the-scenes shots https://bbc.in/2Cz9OeQ ,1545779147000
153,Argentine woman abducted in 1980s freed in Bolivia https://bbc.in/2Cy5Zqh ,1545778878000
154,Migrant caravan: Boy dies after being held at Mexico-US border https://bbc.in/2EHX1Zb ,1545764583000
155,"""Why do we have the world's most expensive Christmas tree?""  This Christmas tree in Serbia's capital cost tens of thousands, where almost a third of residents don't have a sewage system  [Tap to expand]  http://bbc.in/2CzK1TT  pic.twitter.com/yCxBx0AlSS",1545752823000
156,"""Our differences are not a detriment or a danger - they are a source of richness"" - Pope Francis calls for peace in conflict zones in Christmas address  http://bbc.in/2Cyul3c  pic.twitter.com/JIbqzjm13h",1545746786000
157,Thailand approves medicinal cannabis https://bbc.in/2EICiEC ,1545746659000
158,Indonesia tsunami: New warning system 'to be built next year' https://bbc.in/2ELhLz8 ,1545743742000
159,Pope Francis urges peace in conflict zones in Christmas address https://bbc.in/2CyC29O ,1545741443000
160,#DuvetKnowItsChristmas: The odd places we sleep at Christmas https://bbc.in/2CyB1P2 ,1545740747000
161,More than a hundred earthquakes and villages covered in volcanic ash - the aftermath of Mount Etna's first 'flank eruption' in over a decade  [Tap to expand]  http://bbc.in/2CyHZmY  pic.twitter.com/9n9v7UcHNH,1545739520000
162,"""Joie de vivre"" ❤️  Meet the man giving out giant teddy bear cuddles just to raise a smile 🐻😀  [Tap to expand]  http://bbc.in/2EHdQDz  pic.twitter.com/IUz70ThCZS",1545735569000
163,Christmas wishes from across the globe! 🎄🎅✨   Photo gallery 👉  http://bbc.in/2EIjBAW  pic.twitter.com/LUxLwaAAKn,1545734955000
164,Indonesia's disaster agency says at least 429 people are now known to have died in the tsunami caused by Anak Krakatau volcano https://bbc.in/2ELK3JN ,1545724175000
165,Trump to boy: Do you believe in Santa? https://bbc.in/2CwMFtv ,1545705060000
166,Zimbabwe's scaled-back Christmas celebrations https://bbc.in/2CwEXzs ,1545697708000
167,"China birth rate: Mothers, your country needs you! https://bbc.in/2EKk4Cy ",1545697557000
168,When Donald met Kim: What happened next? https://bbc.in/2EJg318 ,1545696985000
169,Mexico governor killed in air crash https://bbc.in/2Cx3rZn ,1545695988000
170,Pope Francis condemns world of materialism and poverty https://bbc.in/2Cy05Fu ,1545692141000
171,Kevin Spacey: Actor charged with sexual assault in Massachusetts https://bbc.in/2CwDMAn ,1545685388000
172,Afghan government compound attack kills 28 https://bbc.in/2Cy5mNy ,1545683799000
173,Saudi helped citizen accused of Oregon hit-and-run to flee US https://bbc.in/2CwFfGP ,1545683220000
174,A thread on Krakatau’s volcanic activity & tsunami from @BBCAmos  https://bbc.in/2Q0fyC3  https://twitter.com/BBCAmos/status/1077225481420922881 …,1545673316000
175,Trump says Fed is 'the only problem' of US economy https://bbc.in/2EHov10 ,1545670734000
176,Etna erupts in Sicily amid dozens of tremors https://bbc.in/2ENqu43 ,1545667817000
177,Fake Catholic priest unmasked in Spain after 18 years  https://bbc.in/2EKxgY3 ,1545666499000
178,Trump's campaign promises - has he delivered on them? https://bbc.in/2CxrdVs ,1545664778000
179,LeBron James apologises for 'Jewish money' Instagram post https://bbc.in/2Cwdhen ,1545663752000
180,"Italy circumcision kills toddler, with one man charged https://bbc.in/2EHiqla ",1545661590000
181,Indonesia tsunami: Death toll from Anak Krakatau volcano rises  https://bbc.in/2Cxm7rW ,1545658673000
182,Swiss lotto draw chaos denies jackpot winner million https://bbc.in/2EN7oLp ,1545657696000
183,Israel to hold elections in April https://bbc.in/2EJjNzM ,1545657557000
184,Sydney Opal Tower: Thousands evacuated after 'crack' https://bbc.in/2Cx9woM ,1545655396000
185,SpaceX launches rocket carrying military navigation satellite for first time  [Tap to expand]   https://bbc.in/2EN2VbB  pic.twitter.com/pYgEtnUvBv,1545655345000
186,WW2 mince pies found under Isle of Man hotel floorboards https://bbc.in/2CynyXr ,1545648135000
187,Fishermen rescued by cruise ship in 'Christmas miracle' https://bbc.in/2Cx14G4 ,1545646997000
188,"Nawaz Sharif, Pakistan ex-PM, sent back to jail for corruption https://bbc.in/2CxraZF ",1545646305000
189,Pompeii horse found still wearing harness https://bbc.in/2EGMJZe ,1545642080000
190,Literary critic dies in County Meath car crash https://bbc.in/2EILd91 ,1545641812000
191,India rescuers step up efforts to save trapped coal miners https://bbc.in/2CvGqpL ,1545640355000
192,In pictures: Guatemalan child migrant's body flown home https://bbc.in/2EFUX3P ,1545635908000
193,Chris Dawson: Husband in podcast mystery released on bail https://bbc.in/2EGd61s ,1545630973000
194,Indonesia tsunami: Rock band Seventeen swept away by waves https://bbc.in/2EIrtCm ,1545625320000
195,"Also, this is how a volcano can trigger a tsunami https://bbc.in/2Rjjhzm ",1545617021000
196,Winter is here.   This is how China's Heilongjiang province marks the winter solstice:  https://bbc.in/2EGK6GN  pic.twitter.com/dXRrYOp8ic,1545616121000
197,Anak Krakatau: Volcanologist explains Indonesia eruption images https://bbc.in/2Cvj17X ,1545614697000
198,"Love, hatred, intrigue, revenge, poisoning rivals and even killing babies.  This isn't Game of Thrones. Welcome to China's Yanxi Palace. https://bbc.in/2ByYNbM ",1545613979000
199,Alaska husky racing threatened by receding ice https://bbc.in/2EG5jAI ,1545611176000
200,The Spiderman of Paris: What happened next? https://bbc.in/2CuyrJI ,1545610870000
201,Yanxi Palace: The most Googled show on Earth  https://bbc.in/2CtdYVu ,1545609295000
202,"US shutdown could stretch into January, Trump aide warns https://bbc.in/2CvhG15 ",1545605619000
203,Argentina radio host ordered to have feminists on show https://bbc.in/2EGJL6W ,1545590604000
204,Fears of new Indonesia tsunami as Anak Krakatau volcano seethes https://bbc.in/2EHG2pM ,1545588919000
205,"No signs, no warnings and it hit in the middle of the night - survivors in Indonesia describe the moment a tsunami crashed through their homes  [Tap to expand]  http://bbc.in/2EHjoOn  pic.twitter.com/y3prSlVz79",1545583362000
206,Syria conflict: Macron criticises Trump's withdrawal decision https://bbc.in/2EJfjsL ,1545582121000
207,Sudan doctors strike as protests enter fifth day https://bbc.in/2CuMgYH ,1545578961000
208,Indonesia tsunami: 'I clung to a bench' https://bbc.in/2CuEH4f ,1545571896000
209,Der Spiegel 'fake news' reporter could faces charges https://bbc.in/2CvPV8w ,1545569211000
210,Emperor Akihito: Huge crowds at Japan monarch's last appearance https://bbc.in/2CuV5BL ,1545568614000
211,"""No power, no running water, people are taking what they can from the rubble to get through the next few days"" - BBC’s Indonesia Editor @rebeccahenschke is in Anyer where tsunami hit  Live updates:  http://bbc.in/2CvM0Za  pic.twitter.com/7xArl6ydz4",1545564320000
212,Friends send 533 gift bags to 'lonely' US elderly https://bbc.in/2CtPqfc ,1545564120000
213,"""There was no warning it was going to hit"" - at least 168 people have been killed and 745 injured after a tsunami hit the coast on Indonesia's Sunda Strait, government officials say   Latest:  http://bbc.in/2EHMqgB  pic.twitter.com/JhnfiIJRbF",1545554497000
214,Prague: The city watching out for Russian and Chinese spies https://bbc.in/2EE7mVW ,1545525255000
215,'Volcano tsunami' hits Indonesia https://bbc.in/2EGuK5e ,1545520758000
216,"Warsaw Ghetto Uprising: Last surviving fighter, Simcha Rotem, dies at 94 https://bbc.in/2EFHvwI ",1545518209000
217,Morocco vigils for murdered Scandinavian tourists https://bbc.in/2CtOKXh ,1545517624000
218,Malta airlifts newborn and mother from migrant ship https://bbc.in/2CuKdni ,1545510958000
219,Man in critical condition after Dublin gun attack https://bbc.in/2EFGu7Y ,1545507348000
220,US shutdown: Congress renews talks with little early progress https://bbc.in/2CuTHis ,1545505649000
221,"Alba is back in the wild ❤️  She's the world's only recorded albino orangutan, discovered in 2017 in a desperate state  http://bbc.in/2ECIE8p  pic.twitter.com/zBGsMnJdDp",1545498972000
222,US envoy quits over Trump Syria pullout https://bbc.in/2CsQpft ,1545496111000
223,US referee tells wrestler to cut dreadlocks or forfeit match https://bbc.in/2CuHjig ,1545495975000
224,'Yellow vests': Scattered demonstrations seen in France https://bbc.in/2CtlrE5 ,1545492040000
225,Strasbourg gunman Chekatt 'pledged allegiance to IS in video' https://bbc.in/2EFFyQQ ,1545491286000
226,Top Somali journalist among Mogadishu bomb victims https://bbc.in/2EIwpaa ,1545487133000
227,Iran executes businessman dubbed 'Sultan of Bitumen' https://bbc.in/2CuIK0o ,1545486709000
228,Two arson attacks on KBC Bank in Dublin in 48 hours https://bbc.in/2Cvta4z ,1545482309000
229,Backflip FBI agent avoids jail over accidental bar shooting https://bbc.in/2Cut4du ,1545477911000
230,Nepal bus crash: Students among 23 dead after field trip https://bbc.in/2EFMDRr ,1545473096000
231,Irish car owners face penalties if learners drive alone https://bbc.in/2EHwMCd ,1545471984000
232,Guacho: Dissident Colombian leader killed by security forces https://bbc.in/2CuJbrv ,1545455668000
233,The Indian journalist jailed for a year for Facebook posts https://bbc.in/2EAtyQR ,1545446605000
234,US government shutdown looms over border wall row https://bbc.in/2CrXBIL ,1545443944000
235,"Obituary: Rwanda's Zura Karuhimbi, who saved dozens from genocide https://bbc.in/2CtJ8ft ",1545440029000
236,Afghanistan: How does the Taliban make money? https://bbc.in/2CsvcCp ,1545439758000
237,Trump's withdrawal from Afghanistan ignores a dangerous threat https://bbc.in/2EFzrfF ,1545439005000
238,Five big things from Trump’s head-spinning week https://bbc.in/2CrHXNx ,1545430031000
239,Supreme Court rejects Trump asylum ban on illegal migrants https://bbc.in/2EBHfPq ,1545427474000
240, http://JD.com  chief Liu Qiangdong will not face rape charges https://bbc.in/2ECt4cT ,1545426370000
241,Fresh Hungary 'slave law' protests in Budapest https://bbc.in/2Cty6ab ,1545426364000
242,"George HW Bush's sponsorship made me successful, says Filipino man https://bbc.in/2Cs7cj5 ",1545426307000
243,Yemen crisis: UN agrees Hudaydah ceasefire mission https://bbc.in/2Ct7iqs ,1545425943000
244,Thousands of Canadians have signed petitions to ban conversion therapy https://bbc.in/2CszABj ,1545424683000
245,A muskox sculpture in Canada has been named 'Elon Muskox' https://bbc.in/2EG3dkt ,1545421128000
246,Ruth Bader Ginsburg: US Supreme Court judge has cancer surgery https://bbc.in/2Ct4REy ,1545415279000
247,Serbia train crash: Five dead as student bus cut in half https://bbc.in/2CsAYUQ ,1545413693000
248,Republicans and Democrats alarmed over Mattis resignation https://bbc.in/2CsWNDM ,1545411692000
249,Notable deaths of 2018 https://bbc.in/2EDikLa ,1545408082000
250,PwC sued £14m for 'negligent' Providence audits https://bbc.in/2ECP2MM ,1545407669000
251,Papua leaders demand end to Indonesian military operation https://bbc.in/2EECCnU ,1545404364000
252,Trump vows 'very long government shutdown' over border wall https://bbc.in/2Ezuyo6 ,1545399815000
253,Morocco tourist murders: Video appears genuine - Norway police https://bbc.in/2EAYxfr ,1545398264000
254,'Catastrophic' hail storm hits Australia   http://bbc.in/2Cr50bg  pic.twitter.com/Hop0BldQc9,1545397756000
255,Roscommon farm attack: Two people released https://bbc.in/2EBFnpM ,1545395390000
256,Trump's erratic foreign policy course https://bbc.in/2ECbO7t ,1545395390000
257,Chinese chemistry student charged with poisoning US roommate https://bbc.in/2Csp8tK ,1545394753000
258,Guitarist plays through brain surgery 🎸🎶  http://bbc.in/2CsmXGA  pic.twitter.com/x6DrH5cxdC,1545392974000
259,Russia to check BBC News in response to Ofcom RT ruling https://bbc.in/2CsaHG0 ,1545392630000
260,Escaping prisoner accidentally hitches lift from policeman 🤦‍♂️ https://bbc.in/2Ct8p9T ,1545391155000
261,Michael Kovrig arrest: Canadian held in China 'not allowed to turn lights off ' https://bbc.in/2CrzKc9 ,1545390944000
262,This is Zeal Akaraiwai - the 'angel' who secretly pays patients' hospital bills   http://bbc.in/2ECl6Au  pic.twitter.com/i8RbRrJv8W,1545387633000
263,"In July, the world watched as a group of Thai boys were dramatically rescued from a cave  One of their rescuers - Briton Vern Unsworth - speaks of their strength and recovery   [tap to expand]  http://bbc.in/2CqYq4B  pic.twitter.com/lFvcBmkDYZ",1545385349000
264,US Defence Secretary Mattis to quit https://bbc.in/2CskwUr ,1545382417000
265,Catalan protests as Spain cabinet goes to Barcelona https://bbc.in/2CrDHxO ,1545380163000
266,Czech coal mine methane gas explosion kills 13 https://bbc.in/2CrXBsA ,1545379116000
267,James Mattis' resignation letter in full https://bbc.in/2Cs212s ,1545377695000
268,India man held for rape of British woman in Goa https://bbc.in/2EyzIke ,1545371729000
269,Why Australians are celebrating 'gravy day' https://bbc.in/2CqWfxT ,1545367820000
270,House clears budget for Trump's border wall as shutdown looms https://bbc.in/2ECZCnd ,1545364082000
271,President Trump 'to pull thousands of troops' from Afghanistan https://bbc.in/2CrtCkg ,1545362165000
