tweet,created_at,username
"Ivanka Trump said her use of a private email account while working at the White House had ""no connection"" to Hillary Clinton's email scandal https://www.buzzfeednews.com/article/tasneemnashrulla/ivanka-trump-defends-private-email-use?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543412326000,Buzzfeed
Active shooter false alert at US military hospital https://bbc.in/2E0U0U9 ,1543413452000,BBC
"People at a military hospital in Maryland were locked down for about an hour after a report of an active shooter, followed by conflicting messages about whether the whole thing was actually a drill https://www.buzzfeednews.com/article/claudiakoerner/walter-reed-medical-center-active-shooter-report?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543413480000,Buzzfeed
"This baby gender reveal sparked a week-long wildfire, burning through 45,000 acres in Arizona and causing $8m worth of damage   [Tap to expand]  http://bbc.in/2E4A42A  pic.twitter.com/SqKA5vW9i3",1543413601000,BBC
"Margaret Atwood is writing a sequel to ""The Handmaid's Tale"" called 'The Testaments"" 📚  https://www.buzzfeednews.com/article/tasneemnashrulla/margaret-atwood-sequel-handmaids-tale-testaments?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/7hMrp4O7nq",1543415020000,Buzzfeed
"Oscar winner Jordan Peele said he will make a ""spiritual sequel"" to the 1992 horror film ""Candyman"" and people are here for it https://www.buzzfeednews.com/article/marcusjones/new-candyman-sequel-jordan-peele-nia-dacosta?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543415280000,Buzzfeed
"Ol' blue eyes is back 🙌   After an 18-month mystery disappearance Sinatra the husky turned up over 2,000 miles away  http://bbc.in/2Rm7yga  [Tap to expand] pic.twitter.com/kwXq2kFwyK",1543415341000,BBC
Romania minister suggests EU work permits https://bbc.in/2E2hgkM ,1543416846000,BBC
"On today's @AM2Dm we're sitting down with Diego Luna, plus talking with Sen. Sherrod Brown and discussing the big Australian cow ⬇️ https://twitter.com/i/events/940982303324389377 …",1543417260000,Buzzfeed
This is what the world's first LGBTQ synagogue looks like after 46 years in operation 🏳️‍🌈  https://www.buzzfeednews.com/article/laurageiser/lgbt-synagogue-los-angeles-beth-chayim-chadashim?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/CcBagsGAs2,1543418191000,Buzzfeed
"Could you go flight-free in 2019? ✈️  Meet the mums on a mission to get 100,000 people to pledge not to fly   [Tap to expand]  http://bbc.in/2E4K1gs  pic.twitter.com/4ThjITmPoV",1543418230000,BBC
Gritty: How a US Hockey mascot became an internet sensation https://bbc.in/2Rm35tC ,1543418573000,BBC
More than 380 Google employees have signed onto a letter publicly calling on the company to cancel its censored search engine for China https://www.buzzfeednews.com/article/daveyalba/china-google-workers-letter-cancel-company-secret-dragonfly?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543418648000,Buzzfeed
"Israel unveils 9,000-year-old mask from the West Bank https://bbc.in/2DYNRI0 ",1543419009000,BBC
Mexico honour for US's Kushner sparks criticism https://bbc.in/2E1TTYC ,1543419137000,BBC
Lion Air JT610 crash: What the preliminary report tells us https://bbc.in/2Rgsm8F ,1543420408000,BBC
Greek court suspends cleaner's 10-year jail term over CV lie https://bbc.in/2E2rFwP ,1543420998000,BBC
"8,000 Australians from a single town are evacuating because of a fire https://www.buzzfeed.com/hannahryan/gracemere-fire-evacuation?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543421213000,Buzzfeed
Nabra Hassanen: Virginia man admits murder of teenage girl https://bbc.in/2E2mJYH ,1543422159000,BBC
Ivanka Trump says her private emails not like Clinton's https://bbc.in/2RmqZFE ,1543422324000,BBC
A 16-year-old boy has been charged with assault over an alleged attack that went viral https://www.buzzfeed.com/hazelshearing/boy-charged-assault-huddersfield?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543423021000,Buzzfeed
Canadian woman and baby on maternity leave killed by 'bear' https://bbc.in/2E1J9cv ,1543423320000,BBC
This woman creates the most incredible pie art 🥧 pic.twitter.com/06uAxESZzI,1543424571000,Buzzfeed
"Jay-Z says there aren't enough black arbitrators to hear a legal dispute involving one of his companies, and it violates New York policies against discrimination https://www.buzzfeednews.com/article/davidmack/jay-z-black-arbitrators-aaa-iconix?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543424699000,Buzzfeed
Simulation and role playing apps like Bitlife and Zepeto have probably taken over your feeds. @RachaelKrishna explains what they are and why you're seeing them everywhere.  https://www.buzzfeednews.com/article/krishrach/zepeto-bitlife?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/otGIlYUh4B,1543425203000,Buzzfeed
"British Muslims have welcomed a move by lawmakers to define Islamophobia for the first time, but have criticized the government's failure to do more to tackle to the problem https://www.buzzfeed.com/hannahalothman/british-muslims-defining-islamophobia?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543425408000,Buzzfeed
"Democratic Sen. Sherrod Brown suggests he'd be open to breaking up big tech companies: ""[The] government hasn’t been nearly aggressive enough on anti-trust issues"" https://www.buzzfeednews.com/article/ryancbrooks/sherrod-brown-amazon-facebook-anti-trust?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543426172000,Buzzfeed
This colossal cow is a sight to be seen — and we have video here 🐄📹 pic.twitter.com/4EwbMZDV21,1543426203000,Buzzfeed
Lady Gaga said she hopes the #MeToo and Time’s Up movements inspire women to keep speaking up  https://www.buzzfeednews.com/article/krystieyandoli/lady-gaga-me-too-times-up?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/yphz0r0zJC,1543426883000,Buzzfeed
"Melania Trump says she likes her Christmas ""blood trees"" despite what the haters say https://www.buzzfeednews.com/article/stephaniemcneal/melania-trump-christmas-blood-trees?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543427092000,Buzzfeed
A guy who made a credit-building app go viral after tweeting a photoshopped ad as a joke was hired by the company to do more marketing for them  https://www.buzzfeednews.com/article/tanyachen/guy-who-made-fake-ad-for-app-self-lender-accidentally-go?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/6mCXK4YkBw,1543427665000,Buzzfeed
Georgia election: Salome Zurabichvili in the lead - polls https://bbc.in/2E3SHE2 ,1543427922000,BBC
A vast majority of teens in a new survey believe social media is good for them: • 81% said it makes them feel more connected to friends • 71% said it helps them show their creative side • 68% said it gave them support them through tough times https://www.buzzfeednews.com/article/katienotopoulos/teens-gen-z-positive-on-social-media?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543428091000,Buzzfeed
NEW: Donald Trump has been speaking to Nigel Farage about Theresa May’s Brexit deal https://www.buzzfeed.com/albertonardelli/donald-trump-nigel-farage-brexit?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543428943000,Buzzfeed
"A second genetically engineered pregnancy is underway in China, scientist claims https://www.buzzfeednews.com/article/danvergano/second-gene-edited-baby-crispr-jiankui-he?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543429500000,Buzzfeed
Nazi memorabilia and more than 50 firearms were found after police arrested a 51-year-old man who owns a dove release business https://www.buzzfeednews.com/article/juliareinstein/nazi-memorabilia-guns-huntington-beach-arrest-dove-release?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543429840000,Buzzfeed
Two Florida men allegedly stabbed their ex-roommate to death because they thought he stole their Playstation 4 https://www.buzzfeednews.com/article/davidmack/playstation-theft-florida-allegedly-stabbed-roommate?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543431800000,Buzzfeed
"Legal cases over abortion rights are making their way through the courts, and the number of conservative justices on the Supreme Court has increased. And perhaps more than ever before, the issue of abortion will be a major focus for both parties. https://www.buzzfeednews.com/article/emaoconnor/abortion-future-2018-midterm-elections?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543433818000,Buzzfeed
The 42 people from the caravan who crossed into US territory and were arrested over the weekend only made it to a no-man's land between two border fences https://www.buzzfeednews.com/article/adolfoflores/migrant-caravan-fence-teargas-breach?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543434095000,Buzzfeed
This 64-year-old fashion icon has a message about aging 💁‍♀️ pic.twitter.com/ufYmI9Zxar,1543434446000,Buzzfeed
Norwegian Magnus Carlsen retains World Chess Championship title https://bbc.in/2E2D6ED ,1543434962000,BBC
Yemen conflict: US defends backing for Saudi-led coalition https://bbc.in/2RfrtNA ,1543434997000,BBC
"Roger Stone, Wikileaks and all the latest Mueller stuff https://bbc.in/2RmQqH8 ",1543435025000,BBC
Here's what Christmas has looked like at the White House through the years 🎄  https://www.buzzfeednews.com/article/gabrielsanchez/pictures-white-house-christmas?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/N240oqhdOE,1543435449000,Buzzfeed
G4S: Kabul compound attacked with bomb and gunfire https://bbc.in/2RrRSaU ,1543436433000,BBC
House Democrats have nominated Nancy Pelosi for Speaker of the House. She now must secure 218 votes in a January floor vote to officially become speaker for the new Congress. https://www.buzzfeednews.com/article/lissandravilla/nancy-pelosi-speaker-vote?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543437371000,Buzzfeed
Pope Francis charmed as small boy interrupts general audience... and just wait for the moment his sister appears   [Tap to expand]  http://bbc.in/2Ri3TzK  pic.twitter.com/gaRrsLbHMf,1543437425000,BBC
"Facebook CEO Mark Zuckerberg and COO Sheryl Sandberg will meet with Color of Change, an online civil rights group demanding more transparency from the investigation into issues concerning Facebook's black users and employees https://www.buzzfeednews.com/article/darrensands/facebook-civil-rights-black-employees-users-color-change?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543437700000,Buzzfeed
Nancy Pelosi wins nomination for Speaker of the House https://bbc.in/2E2ZrlB ,1543437913000,BBC
A father in North Carolina was arrested for allegedly shooting his son on Thanksgiving Day during an argument about NFL players kneeling for the national anthem https://www.buzzfeednews.com/article/tasneemnashrulla/father-shot-son-thanksgiving-argument-nfl?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543438071000,Buzzfeed
"Two major civil rights groups wrote a letter to Mark Zuckerberg and Sheryl Sandberg demanding action after a former Facebook employee said the company was ""failing its black employees and its black users""  https://www.buzzfeednews.com/article/darrensands/facebook-civil-rights-black-employees-users-color-change?bftwnews&utm_term=4ldqpgc#4ldqpgc … pic.twitter.com/O9kGhNkwl6",1543438605000,Buzzfeed
This woman creates the most incredible edible art using pies 🥧 pic.twitter.com/WmezfpH4N8,1543440001000,Buzzfeed
New research shared with BuzzFeed News shows that Tucker Carlson has been featured in 265 articles on the Daily Stormer between November 2016 and November 2018 https://www.buzzfeednews.com/article/josephbernstein/tucker-carlson-fox-news-daily-stormers-favorite-pundit?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543440339000,Buzzfeed
"Eduardo Bolsonaro, son of Brazil's president-elect, has a mix of Trump Jr.’s family loyalty and Jared Kushner’s policy sway, as seen in his visit to Washington https://www.buzzfeednews.com/article/hayesbrown/meet-brazils-version-of-donald-trump-jr-eduardo-bolsonaro?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543442593000,Buzzfeed
"NEW: For the last three-and-a-half years, Texas has bought execution drugs from a pharmacy that has been repeatedly cited for dangerous practices  https://www.buzzfeednews.com/article/chrismcdaniel/inmates-said-the-drug-burned-as-they-died-this-is-how-texas?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543443362000,Buzzfeed
"Texas carries out more executions than any other state. But the source of its drugs has been a closely guarded secret.  @csmcdaniel reveals that one source is Greenpark Compounding Pharmacy, which has been cited for 48 safety violations in the last 8 years  https://www.buzzfeednews.com/article/chrismcdaniel/inmates-said-the-drug-burned-as-they-died-this-is-how-texas?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543443387000,Buzzfeed
"Among those violations: • It gave the wrong drug to three kids, one of whom ended up in the hospital • It forged quality control documents • It kept out-of-date drugs • Employees did not wash their hands adequately https://www.buzzfeednews.com/article/chrismcdaniel/inmates-said-the-drug-burned-as-they-died-this-is-how-texas?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543443422000,Buzzfeed
"Texas has faced questions about the quality of its execution drugs.  Five of the 11 inmates the state put to death this year have said the drug, which is supposed to be painless, felt like it was burning as it coursed through their bodies https://www.buzzfeednews.com/article/chrismcdaniel/inmates-said-the-drug-burned-as-they-died-this-is-how-texas?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543443451000,Buzzfeed
"Jewish Israeli hosts are suing Airbnb, alleging the company violated the US’s Fair Housing Act, and its own nondiscrimination policy, by removing Jewish-owned properties in the West Bank from its short-term rental platform https://www.buzzfeednews.com/article/carolineodonovan/jewish-israeli-airbnb-hosts-sue-west-bank-palestine?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543444320000,Buzzfeed
That colossal cow is a sight to be seen — and we have video here 🐄📹 pic.twitter.com/bGJDMxPbAi,1543444621000,Buzzfeed
From September: Nearly 70 people are almost blind from a botched drug. The tragedy shows a US industry selling medicine with little oversight  https://www.buzzfeednews.com/amphtml/stephaniemlee/guardian-pharmacy-compounding-lawsuits-cataracts?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543445025000,Buzzfeed
"“There is a few songs that even me, when I listen to them, I feel scared.” Former MS-13 members say the gang used rap to celebrate its murderous culture.  Watch ""Follow This"" on Netflix for more:  http://netflix.com/followthis  pic.twitter.com/HOqSUh2Fe8",1543445490000,Buzzfeed
"Margaret Atwood is writing a ""The Handmaid's Tale"" sequel set 15 years after Offred's last scene. It'll be published in 2019 📚 https://www.buzzfeednews.com/article/tasneemnashrulla/margaret-atwood-sequel-handmaids-tale-testaments?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543446120000,Buzzfeed
This 64-year-old fashion icon has a message about aging 💁‍♀️ pic.twitter.com/YAXbykQ2d9,1543447200000,Buzzfeed
"Adult film star Stormy Daniels says she didn't want to sue Trump for defamation, but that her lawyer, Michael Avenatti, did anyway.   Meanwhile, Avenatti says he's tried to be a ""champion"" for Daniels, but she's not sure he'll continue to represent her https://www.buzzfeednews.com/article/claudiakoerner/stormy-daniels-avenatti-trump-defamation?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543447739000,Buzzfeed
"A teen in Florida, had to be rescued after authorities were notified he was trapped inside of an old bank vault https://www.buzzfeednews.com/article/tanyachen/florida-teen-reportedly-got-locked-in-a-bank-vault?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543447920000,Buzzfeed
A man who had a heart attack after receiving an alert that said a ballistic missile was headed to Hawaii is now suing the state https://www.buzzfeednews.com/article/mbvd/hawaii-false-missile-alert-heart-attack-lawsuit?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543449280000,Buzzfeed
Are we meant to be monogamous? Is the concept of love natural or man-made?   We're tackling the BIG questions tonight on #HellaOpinions. Tune in at 9 pm ET — right here on Twitter 🍹 pic.twitter.com/DRaafHEGfA,1543449600000,Buzzfeed
"An 89-year-old businessman gave $1,000 to each high school student who survived the Camp fire.   ""I made up my mind in five minutes. I thought about all these kids are missing — sports teams, proms, everything in such disarray, and I wanted to go help"" ❤️ https://www.buzzfeednews.com/article/briannasacks/bob-wilson-paradise-high-school-checks?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543450544000,Buzzfeed
The tiny German town fighting back against neo-Nazis https://bbc.in/2E1oPYN ,1543451311000,BBC
"Is Knickers really that big or are the cows around him just small? 🤔  Well, we asked Knickers’ owner. He says the other cows are about 2'8"" shorter and six years younger, but Knickers is still an absolute moo-nit 🐮 https://www.buzzfeed.com/lanesainty/knickers-huge-steer-height-smaller-cows-australia?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543451520000,Buzzfeed
Togolese innovators turn the world's junk into robots https://bbc.in/2E3xhae ,1543453072000,BBC
"The FDA is warning people to avoid ""Rhino"" male enhancement supplements, which may contain harmful ingredients and lead to serious health issues https://www.buzzfeednews.com/article/carolinekee/rhino-male-enhancement-pills-fda-warning?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543453320000,Buzzfeed
Over 400 Google employees are publicly calling on the company to cancel plans for a censored search engine in China 💻 https://www.buzzfeednews.com/article/daveyalba/china-google-workers-letter-cancel-company-secret-dragonfly?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543454100000,Buzzfeed
Six charts on the immigrants who call the US home https://bbc.in/2E0usGV ,1543454398000,BBC
You've probably seen BitLife and Zepeto all over your feeds.   Here's why people are obsessed with them👇 https://www.buzzfeednews.com/article/krishrach/zepeto-bitlife?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543455120000,Buzzfeed
Ukraine-Russia sea clash: Poroshenko urges Nato to send ships https://bbc.in/2E4prwG ,1543456254000,BBC
Hella Opinions: Put A Ring On It — Or Not https://www.pscp.tv/w/bs8_pjMwMTA0fDF5b0tNam5YTmR3R1FCehtLVKNRscHKbB6W4VMBvrwhBw1LtjgNbz83Hj1sqQ== …,1543456806000,Buzzfeed
Thirteen alleged gang members were charged in Los Angeles with being part of a ring of burglars who used social media to target the homes of celebrities like Rihanna and Yasiel Puig https://www.buzzfeednews.com/article/claudiarosenbaum/alleged-celebrity-home-burglars-charged?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543456815000,Buzzfeed
"From the “what are we” question to popping THE question, we’re talking relationships from Juelz and Kimbella to Barack and Michelle.  Bring your 💍 takes and we’ll bring ours. This is #HellaOpinions 🍹 https://www.pscp.tv/w/1yoKMjnXNdwGQ ",1543456866000,Buzzfeed
"We’re having technical difficulties with our #HellaOpinions Twitter feed, but the episode is premiering on YouTube.  Tune in 👇🏿 https://www.youtube.com/watch?v=6pEQFfmUoK8 …",1543457784000,Buzzfeed
"Gather round y’all 👀 @taylorrooks has the mic on #HellaOpinions: “I feel like black women are always advocating for all women of color, but women are not necessarily advocating for black women.”  https://www.youtube.com/watch?v=6pEQFfmUoK8 …",1543457889000,Buzzfeed
“Marriage is too much of a commitment but kids aren’t?” We’re unpacking it.   Tell us where you stand with #HellaOpinions 👀  https://www.youtube.com/watch?v=6pEQFfmUoK8 …,1543458204000,Buzzfeed
This woman creates the most incredible edible art using pies 🥧 pic.twitter.com/r2Bpki0qcy,1543458300000,Buzzfeed
"The massive search effort for human remains from the Camp fire in Northern California is over.   After nearly 20 days of combing through ash, rubble, and twisted metal looking for residents who died, thousands of search and rescue workers are going home  https://www.buzzfeednews.com/article/briannasacks/camp-fire-search-and-rescue?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543458314000,Buzzfeed
Tune into #HellaOpinions and join the conversation 👇🏿  https://www.youtube.com/watch?v=6pEQFfmUoK8 … https://twitter.com/koviebiakolo/status/1067967939058511872 …,1543458467000,Buzzfeed
"As of Tuesday, there were still nearly 200 names listed as unaccounted for https://www.buzzfeednews.com/article/briannasacks/camp-fire-search-and-rescue?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543458564000,Buzzfeed
Think you’re a relationship expert? We’re straight up judging your tweets on #HellaOpinions and deciding whether you’re preaching or reaching ⚖  https://www.youtube.com/watch?v=6pEQFfmUoK8 …,1543459318000,Buzzfeed
"It’s time for Men Are Trash on #HellaOpinions.   @mainohustlehard and @itsjameer are on the cans, trying to defend their gender 🗑  https://www.youtube.com/watch?v=6pEQFfmUoK8 …",1543459483000,Buzzfeed
Here comes a steamy hot take from #HellaOpinions host @sylviaobell: “Creed 2” was basically soft porn 💪🏿💦 https://www.youtube.com/watch?v=6pEQFfmUoK8 …,1543459758000,Buzzfeed
"If you missed round 1 of #HellaOpinions due to tech issues, we’re replaying the whole episode right now.   Tune in 👇🏿 https://twitter.com/i/broadcasts/1OyKAyzgzXLKb …",1543459969000,Buzzfeed
"A major new government report says climate change is already wreaking havoc in the US, hurting its people and economy https://www.buzzfeednews.com/article/zahrahirji/climate-science-us-report?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543460520000,Buzzfeed
This 64-year-old fashion icon has a message about aging 💁‍♀️ pic.twitter.com/DlgbXSYflA,1543461060000,Buzzfeed
That colossal cow is a sight to be seen — and we have video here 🐄📹 pic.twitter.com/6sFXOL8eeS,1543461060000,Buzzfeed
John Jarratt: Wolf Creek actor to stand trial on rape charge https://bbc.in/2RiKKO8 ,1543461285000,BBC
"At the root of rural America’s angst are small towns whose economies have been taken over by a handful of predatory multinationals, write @sarahmillerdc and @AustinFrerick https://www.buzzfeednews.com/article/sarahmiller1/democrats-win-rural-america-but-what-broke-it?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543462320000,Buzzfeed
"A nun accused a bishop of rape, then a priest who was a key witness died.   The case is tearing apart the Church in India https://www.buzzfeednews.com/article/nishitajha/india-catholic-church-bishop-mulakkal-father-kuriakose?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543464120000,Buzzfeed
Jay-Z says a lack of black arbitrators to hear a legal dispute involving his company Marcy Media violates New York policies against discrimination https://www.buzzfeednews.com/article/davidmack/jay-z-black-arbitrators-aaa-iconix?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543464900000,Buzzfeed
Philippines drug war: Police found guilty of murdering Kian Delos Santos https://bbc.in/2Rgua1o ,1543464908000,BBC
"Ivanka Trump said her use of a private email account while working at the White House had ""no connection"" to Hillary Clinton's email scandal https://www.buzzfeednews.com/article/tasneemnashrulla/ivanka-trump-defends-private-email-use?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543465920000,Buzzfeed
"Migrants, including children, were teargassed at the border.   Nearly 2 years of Trump’s anti-immigration policies got us here https://www.buzzfeednews.com/article/adolfoflores/trump-blame-crisis-border-asylum?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543467721000,Buzzfeed
A majority of today's teens — the first to grow up with smartphone and social media penetration — say it helps them with friendships and actually makes them feel good https://www.buzzfeednews.com/article/katienotopoulos/teens-gen-z-positive-on-social-media?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543469520000,Buzzfeed
"""So here I am / lying next to my husband, / children tucked into their bunks, / divorce papers nesting / in a printer on 138th""  Poem by @RachelMcKibbens https://www.buzzfeednews.com/article/rachelmckibbens/poetry-brooklyn-ocean-avenue-2006?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543471320000,Buzzfeed
A child sex offender will remain free after his probation was upheld — a sentence prosecutors called unfit for the #MeToo era https://www.buzzfeednews.com/article/jtes/michael-hill-minnesota-appeal-probation-metoo?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543473120000,Buzzfeed
Queensland bushfires: The town spared an 'uncharted' catastrophe https://bbc.in/2E1K6BD ,1543474768000,BBC
"“It was a nightmare.” Parkland high school parents, teachers, and students look back at how the tragedy changed their lives https://www.buzzfeednews.com/article/jeffvespa/parkland-survivors-stories?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543474920000,Buzzfeed
The scientist who created the first genetically engineered babies revealed that a second woman is pregnant with a gene-edited embryo https://www.buzzfeednews.com/article/danvergano/second-gene-edited-baby-crispr-jiankui-he?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543476720000,Buzzfeed
Nazi memorabilia and more than 50 firearms were found during the arrest of a 51-year-old man who owns a dove-release business in Huntington Beach https://www.buzzfeednews.com/article/juliareinstein/nazi-memorabilia-guns-huntington-beach-arrest-dove-release?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543478520000,Buzzfeed
India outrage as mall shames woman for breastfeeding https://bbc.in/2RmPGBF ,1543479685000,BBC
Au pairs in Australia 'exploited by families' https://bbc.in/2RhWvo0 ,1543479994000,BBC
Dreaming of a White House Christmas! 🎄 https://www.buzzfeednews.com/article/gabrielsanchez/pictures-white-house-christmas?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543480320000,Buzzfeed
Gaelic games given protected status by UNESCO https://bbc.in/2RmqhrV ,1543480820000,BBC
Pakistan and India begin work on visa-free corridor to Sikh temple https://bbc.in/2RmqFGT ,1543481115000,BBC
"Yes, we all love Knickers. But how tall are the smaller cows surrounding him? 🐮 https://www.buzzfeed.com/lanesainty/knickers-huge-steer-height-smaller-cows-australia?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543482120000,Buzzfeed
"Changes to Congress, state legislatures, and the Supreme Court in 2018 will have a major impact on the future of abortion in the US https://www.buzzfeednews.com/article/emaoconnor/abortion-future-2018-midterm-elections?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543483920000,Buzzfeed
People in the caravan who tried to breach the US border between Tijuana and San Diego made it past only one of two border barriers before they were stopped by US border agents https://www.buzzfeednews.com/article/adolfoflores/migrant-caravan-fence-teargas-breach?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543485720000,Buzzfeed
"Nancy Pelosi is close to regaining the speaker’s gavel, after House Democrats nominated her for the job in a closed-door meeting https://www.buzzfeednews.com/article/lissandravilla/nancy-pelosi-speaker-vote?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543487520000,Buzzfeed
Twitter suspends account impersonating Russian president Putin https://bbc.in/2RmZA6v ,1543487729000,BBC
Kenya police 'shoot to free bribe suspects' in Nairobi https://bbc.in/2E5VIDZ ,1543488014000,BBC
Sark electricity crisis: Chief Pleas plan power firm buy-out https://bbc.in/2E6aE4E ,1543488572000,BBC
"""A simple flu, a simple infection, can wipe out your sense of smell forever"" https://twitter.com/bbcworldservice/status/1067776373987651584 …",1543488987000,BBC
Airbnb announced it would remove properties in Jewish settlements in the West Bank earlier this month https://www.buzzfeednews.com/article/carolineodonovan/jewish-israeli-airbnb-hosts-sue-west-bank-palestine?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543489320000,Buzzfeed
Rio governor Pezão arrested on corruption charges https://bbc.in/2Rh3BsW ,1543490267000,BBC
Samuel Little: US serial killer 'admits 90 murders' https://bbc.in/2RkPIKd ,1543490698000,BBC
A Georgia woman spent more than three months in jail because cops mistook cotton candy in her car for methamphetamine https://www.buzzfeednews.com/article/mbvd/wrongful-arrest-police-mistook-cotton-candy-meth?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543490880000,Buzzfeed
The average life expectancy for people in the US has dropped again – a worrisome decline that experts attribute largely to drug overdoses https://www.buzzfeednews.com/article/danvergano/us-life-expectancy-drops-overdoses?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543492680000,Buzzfeed
"The search for residents who died during California's massive wildfire has ended, as nearly 200 names remain on a list of missing people https://www.buzzfeednews.com/article/briannasacks/camp-fire-search-and-rescue?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543494480000,Buzzfeed
G4S: Briton among six killed after Kabul compound attacked https://bbc.in/2E4D9zR ,1543494890000,BBC
"Starbucks will ban porn on its free WiFi in all US stores next year after an internet-safety group said that public networks “are attracting pedophiles and sex offenders"" https://www.buzzfeednews.com/article/pranavdixit/starbucks-bans-porn-us-stores?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543495290000,Buzzfeed
Ukraine-Russia sea clash: Merkel rules out military solution  https://bbc.in/2RoDLTW ,1543495549000,BBC
"Stormy Daniels' defamation lawsuit against Trump was filed against her wishes, according to a new statement, and she is questioning her lawyer Michael Avenatti's fundraising for her legal defense https://www.buzzfeednews.com/article/claudiakoerner/stormy-daniels-avenatti-trump-defamation?bftwnews&utm_term=4ldqpgc#4ldqpgc …",1543496280000,Buzzfeed
'Gene-edited babies': China halts work of He Jiankui https://bbc.in/2Rtv8r2 ,1543498045000,BBC
Greenpark Compounding Pharmacy gave kids the wrong medicine. It forged documents. Its employees didn’t wash their hands adequately.   So why did the state with the most executions hire it to make lethal injection drugs? https://www.buzzfeednews.com/article/chrismcdaniel/inmates-said-the-drug-burned-as-they-died-this-is-how-texas?bftwnews&utm_term=4ldqpgc#4ldqpgc …,1543498080000,Buzzfeed
Ukraine-Russia sea clash: President Petro Poroshenko announces restrictions on Russian citizens in Ukraine   http://bbc.in/2RjznWc  https://twitter.com/JonahFisherBBC/status/1068134536524021760 …,1543498408000,BBC
